experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
1e2a66ba-8518-40a1-887b-753d6e33a007,2022-09-23-10-03-32,2022-09-23-10-03-32,True,2022-09-23 10:03:33.512431,,,Pipeline has been started.,experiment.csv,,,2022-09-23 10:03:33.512431
1e2a66ba-8518-40a1-887b-753d6e33a007,2022-09-23-10-03-32,2022-09-23-10-03-32,False,2022-09-23 10:03:33.512431,2022-09-23 10:03:36.486295,0 days 00:00:02.973864,Pipeline has been completed.,experiment.csv,0.7133566900335104,True,2022-09-23 10:03:36.486295
